step,seed,wilayah,budget,raw_action,allocation,allocation_share,kebutuhan,mustahik_weight,eligible,upper_cap,benefit,lbr_before,lbr_after
1,1001,Bandung Kulon,496489926.49743235,-1.6711151599884033,35493420.07241855,0.07148870133743208,0.9865157591163988,0.05522470300548071,1,97288652.71159296,0.0007807572190678794,0.019138981425375404,0.018678652017011688
1,1001,Babakan Ciparay,496489926.49743235,-1.1431492567062378,36186386.65821525,0.07288443274871235,0.884921166651686,0.05670478784413065,1,99188097.32326348,0.0008007695532377004,0.0191389814327839,0.01867672692060585
1,1001,Bojongloa Kaler,496489926.49743235,1.2877217531204224,49155496.88246045,0.09900603065451051,0.759288595207603,0.04609972701695733,1,56926640.74402585,0.0015962922017509571,0.019138981280253226,0.020477122992906594
1,1001,Bojongloa Kidul,496489926.49743235,-1.4465590715408325,10361792.718932753,0.02087009658389583,0.39074725511157526,0.03491907720990219,1,28402020.747646414,0.0004946520895850807,0.019138981003414855,0.018681971892804926
1,1001,Astanaanyar,496489926.49743235,-1.2849706411361694,5402036.8051031185,0.010880456010885563,0.29526595819288676,0.02672142505127543,1,14807163.73892984,0.00038772446700605377,0.019138980645277748,0.018722057369235608
1,1001,Regol,496489926.49743235,-0.6905345916748047,6686030.031458234,0.013466597557428616,0.3334758507533265,0.030542425773300807,1,18326632.15949979,0.00044489467354802637,0.019138980779388016,0.018728480996608246
1,1001,Lengkong,496489926.49743235,-2.7846899032592773,4895166.541854265,0.00985954856403231,0.26971945662242996,0.02605245189031401,1,13417815.377728334,0.000372340985867282,0.019138980579478486,0.018696885226756686
1,1001,Bandung Kidul,496489926.49743235,1.6249830722808838,11296626.598768014,0.02275298247934631,0.25603934977020343,0.024317916605553637,1,11296626.598768016,0.0009402326785802209,0.019138980455754587,0.020885828306891927
1,1001,Buahbatu,496489926.49743235,-0.3543390929698944,16441603.381283848,0.0331156837305316,0.6605001384590453,0.042677077478459106,1,45066985.32065355,0.0005832576267675428,0.01913898119219885,0.01862061987972289
1,1001,Rancasari,496489926.49743235,0.050692059099674225,13582349.28823976,0.02735674696173318,0.556939175961024,0.03456093405464315,1,34166620.82458875,0.0005419230612351562,0.01913898107453575,0.018822367415878397
1,1001,Gedebage,496489926.49743235,2.443964958190918,8483102.082105381,0.0170861514592064,0.3267891236733925,0.018668742468292115,1,8483102.082105383,0.0006919870269603405,0.019138980190665872,0.020804582235032162
1,1001,Cibiru,496489926.49743235,-0.6830428838729858,6795055.101090458,0.013686189262745495,0.35307793174433044,0.028982378252565714,1,18625473.525439307,0.0004159450081156483,0.019138980783933005,0.018703848701540984
1,1001,Panyileukan ,496489926.49743235,0.3433699309825897,4733572.4682133095,0.00953407554833399,0.16482576551215036,0.016310422038699632,1,4733572.46821331,0.0006283812557273536,0.01913897963822701,0.020879059464697595
1,1001,Ujung Berung,496489926.49743235,0.009471843019127846,16670437.614105653,0.033576587810572364,0.7623003038706428,0.03806503697335305,1,45121894.18458271,0.0005376996848794071,0.019138981175082895,0.018671894945473708
1,1001,Cinambo,496489926.49743235,-0.46382203698158264,605683.6241802119,0.0012199313457437173,0.10053116960278721,0.010789217260898579,1,1660199.0917116024,0.00014623419354945592,0.019138978030741615,0.018606148639440403
1,1001,Arcamanik,496489926.49743235,-0.8552104830741882,11130719.146764033,0.022418821717668017,0.6014470549531488,0.03275512387822711,1,30509673.829412267,0.00046233849613151805,0.019138981019602673,0.018675920599746744
