step,seed,wilayah,budget,raw_action,allocation,allocation_share,kebutuhan,mustahik_weight,eligible,upper_cap,benefit,lbr_before,lbr_after
2,1001,Sumur Bandung ,531194639.10039634,-1.8626097440719604,1404087.7040943378,0.0026432640707222273,0.12391751790987209,0.013540466844718622,1,3183185.0736152953,0.0002320362765753047,0.018827616717187187,0.018668594111930666
2,1001,Andir,531194639.10039634,-1.7414294481277466,13958433.004110137,0.026277435758292698,0.5311244658977717,0.037446918696085824,1,31644943.16144028,0.000659377356895086,0.018770072167398313,0.01865786046601385
2,1001,Cicendo,531194639.10039634,-1.2729511260986328,12566898.327572374,0.023657803378541287,0.5005403111870017,0.03559889549744416,1,28490216.85847745,0.000627561189854291,0.01882692212914819,0.018711530690217436
2,1001,Bandung Wetan,531194639.10039634,-1.2875770330429077,689574.5523920871,0.0012981579662775114,0.08619224288572838,0.010684509659046736,1,1563323.5843592002,0.00018252887371617135,0.018817773471096703,0.01865482303026355
2,1001,Cibeunying Kidul,531194639.10039634,1.1337205171585083,45162545.30253107,0.08502070988332265,0.5833035351970419,0.043566288227209586,1,45162545.30253108,0.0016719335938604812,0.020838076714186693,0.022270025663167905
2,1001,Cibeunying Kaler,531194639.10039634,-0.3499849736690521,5694191.719400541,0.010719595606318485,0.2959135610906719,0.026630103558852807,1,12909212.17716311,0.00045611852966682693,0.01872863037231155,0.018577818324790853
2,1001,Coblong,531194639.10039634,0.03807499259710312,21599433.791864008,0.040661995061628806,0.5858257052825718,0.042643389120940005,1,45997331.64168851,0.0007974564357353674,0.01888692425466024,0.01885263992199799
2,1001,Sukajadi,531194639.10039634,-1.0398907661437988,15504793.388911456,0.029188535138776193,0.6290363271490362,0.0411820432313077,1,35150672.38403508,0.0006842546079368042,0.018677618788514583,0.018484177049854063
2,1001,Sukasari,531194639.10039634,1.1987091302871704,16190186.744309522,0.030478821796335112,0.24858573897613387,0.02999816899551331,1,16190186.744309524,0.0011539728575333454,0.02082014787759549,0.022256905372999545
2,1001,Cidadap,531194639.10039634,-0.6430824398994446,2998463.1739306203,0.0056447542072500245,0.20205733125915076,0.022016118367813548,1,6797768.537683745,0.0003582257108650134,0.018840756192420552,0.01859798015923532
3,1001,Bandung Kulon,519719341.382676,-0.017855878919363022,41486681.07563217,0.07982516287590882,0.8918430681390948,0.05790209507257986,1,97288652.71159296,0.0009125924094910542,0.018572541439320297,0.01835256680402226
3,1001,Babakan Ciparay,519719341.382676,-0.8111103773117065,42296658.91609838,0.08138365373043681,0.9648390085749331,0.05457104364707541,1,99188097.32326348,0.000935983937373923,0.018554133202785095,0.018454127331474283
3,1001,Bojongloa Kaler,519719341.382676,-0.1017986461520195,24275157.72323022,0.046708205353004385,0.9108399609188155,0.048566089206177714,1,56926640.74402585,0.0007883196677377843,0.01872896955379827,0.018537709286399483
3,1001,Bojongloa Kidul,519719341.382676,0.022104188799858093,12880700.69707956,0.024783954860735757,0.425860436000433,0.03616242944663021,1,28402020.747646414,0.0006148999201160105,0.01883034560240822,0.018689908864125783
3,1001,Astanaanyar,519719341.382676,-0.7117060422897339,6314200.706352749,0.012149250958323527,0.24844236627702537,0.028223728718434888,1,14807163.73892984,0.00045319389551866173,0.01859466242978208,0.018399588231094218
3,1001,Regol,519719341.382676,0.2865140438079834,17786158.529695243,0.03422262192970622,0.32312629068163634,0.032630100793062486,1,18326632.15949979,0.0011835075755734195,0.022394295588972258,0.023495321429211517
3,1001,Lengkong,519719341.382676,-0.43251287937164307,5721742.585517339,0.011009293150982324,0.30224125324912215,0.02776417039560391,1,13417815.377728334,0.0004352128281958998,0.01864414743515994,0.0184097189178093
3,1001,Bandung Kidul,519719341.382676,0.47383207082748413,11296626.598768014,0.021736013458175617,0.2330430469311347,0.024553219589974553,1,11296626.598768016,0.0009402326785802209,0.02230295655601899,0.023534903114572805
3,1001,Buahbatu,519719341.382676,-0.12477844953536987,19217859.37955906,0.036977379614988586,0.4854577398846348,0.042050736478764665,1,45066985.32065355,0.0006817439147105082,0.01859454102715828,0.018413206915799302
3,1001,Rancasari,519719341.382676,-0.0989198163151741,14569630.29166156,0.02803365034077836,0.6503044085711508,0.03644396243667029,1,34166620.82458875,0.0005813146519179929,0.018698097236715356,0.018484285376972706
3,1001,Gedebage,519719341.382676,1.8839648962020874,8483102.082105381,0.01632246754476502,0.2829457098893707,0.017884235962368926,1,8483102.082105383,0.0006919870269603405,0.022281952532735363,0.023533021437987692
3,1001,Cibiru,519719341.382676,0.705946147441864,18625473.525439303,0.035837560857149495,0.4002808049131463,0.02835911336429364,1,18625473.525439307,0.001140119192772019,0.022357729468128563,0.023674654861816868
3,1001,Panyileukan ,519719341.382676,-0.5174935460090637,2018531.5128097963,0.003883887614110412,0.13474168718184368,0.016886424058322552,1,4733572.46821331,0.00026795984961933323,0.01862287299130317,0.018408241430719723
3,1001,Ujung Berung,519719341.382676,0.9164107441902161,45121894.1845827,0.08681973248203374,0.7127610948542653,0.037327262988894584,1,45121894.18458271,0.001455392404557083,0.022227849309798726,0.023493776150617856
3,1001,Cinambo,519719341.382676,-1.5619770288467407,707956.6662730251,0.0013621903398660462,0.10760746063514329,0.010847121814210946,1,1660199.0917116024,0.000170926648876335,0.01859648653385225,0.018374060728371572
3,1001,Arcamanik,519719341.382676,-1.5587852001190186,13010202.86132055,0.02503313197216759,0.613820505782516,0.03273558648039155,1,30509673.829412267,0.0005404069176444592,0.018652712242446974,0.018492004866750077
3,1001,Antapani,519719341.382676,-0.8590120077133179,11373804.268778147,0.021884512203296028,0.4608299507059401,0.032014538828312636,1,26672225.03283674,0.0005405425005181191,0.018612548926531716,0.01848649665561165
3,1001,Mandalajati,519719341.382676,-0.6859395503997803,10561657.885156704,0.020321848821439226,0.44932421614564827,0.030342543401662325,1,24767695.062770467,0.0004994281621271396,0.01852125873668787,0.01836744130190917
3,1001,Kiaracondong,519719341.382676,-0.4590373933315277,28032147.89020287,0.053937088074546835,0.8795459122643005,0.05329451441602965,1,65736998.72202667,0.0008322812787767243,0.01863060033465332,0.01839189467731232
3,1001,Batununggal,519719341.382676,1.9164265394210815,52569459.56841153,0.10114970789533108,0.5757053967436516,0.04728890636256712,1,52569459.56841154,0.0017798408176924374,0.022299705212137467,0.023500333541259067
3,1001,Sumur Bandung ,519719341.382676,-1.860506534576416,1357401.7141061116,0.002611797572310551,0.09973525899504589,0.013203179946453049,1,3183185.0736152953,0.00022432105817868229,0.018668594111930666,0.018546614172693883
3,1001,Andir,519719341.382676,-1.7260701656341553,13494314.372787498,0.02596461839747361,0.5668103262349641,0.03931059061997207,1,31644943.16144028,0.0006374530251081888,0.01865786046601385,0.01847135308110393
3,1001,Cicendo,519719341.382676,-1.2683827877044678,12149048.297411663,0.023376171194802935,0.41753469678197047,0.035356487897575346,1,28490216.85847745,0.0006066947472943978,0.018711530690217436,0.018599753818058142
3,1001,Bandung Wetan,519719341.382676,-1.2830147743225098,666646.1622671427,0.001282704162007091,0.08412377794893759,0.010931902068758404,1,1563323.5843592002,0.00017645977906771996,0.01865482303026355,0.018462019937199554
3,1001,Cibeunying Kidul,519719341.382676,1.1308501958847046,45162545.30253107,0.08689794992501022,0.5845313088212817,0.044800332976721674,1,45162545.30253108,0.0016719335938604812,0.022270025663167905,0.023455944248449972
3,1001,Cibeunying Kaler,519719341.382676,-0.3439810276031494,5504859.545329232,0.01059198514853026,0.26469676996250247,0.02764871905026366,1,12909212.17716311,0.00044095256457264134,0.018577818324790853,0.018374463228763793
3,1001,Coblong,519719341.382676,0.03856383264064789,20956669.98603518,0.040323051919294486,0.5990547039422024,0.04272327086021152,1,45997331.64168851,0.0007737254371103464,0.01885263992199799,0.018800199026423343
3,1001,Sukajadi,519719341.382676,-1.042498230934143,14989258.193486368,0.028841062858289097,0.5783531881041071,0.04020091228383074,1,35150672.38403508,0.0006615031062447212,0.018484177049854063,0.01833305173171864
3,1001,Sukasari,519719341.382676,1.1909652948379517,16190186.744309522,0.031151788003957466,0.27620875105174303,0.030467066775324562,1,16190186.744309524,0.0011539728575333454,0.022256905372999545,0.023470225908707683
3,1001,Cidadap,519719341.382676,-0.6417493224143982,2898764.115737896,0.00557755674057837,0.2144012714687562,0.021545224937901487,1,6797768.537683745,0.00034631468714320347,0.01859798015923532,0.018404100779171
4,1001,Bandung Kulon,442255515.6589175,0.0010762475430965424,31198140.519404188,0.07054324799753375,0.9738745963193186,0.055375036702093386,1,97288652.71159296,0.0006862729312171115,0.01835256680402226,0.01793213135897006
4,1001,Babakan Ciparay,442255515.6589175,-0.8181602954864502,31768701.119729932,0.07183336328185229,0.9199585089293884,0.058231658535275295,1,99188097.32326348,0.0007030104675237799,0.018454127331474283,0.017990999752233283
4,1001,Bojongloa Kaler,442255515.6589175,-0.05405615270137787,18232887.658417027,0.04122704412459799,0.7690083541626722,0.049370401736855855,1,56926640.74402585,0.0005921009496481674,0.018537709286399483,0.01805781640513412
4,1001,Bojongloa Kidul,442255515.6589175,-0.040045253932476044,9096810.329849163,0.02056912804421626,0.3795956066513364,0.03375753330349999,1,28402020.747646414,0.00043426425911775065,0.018689908864125783,0.01829167519350747
4,1001,Astanaanyar,442255515.6589175,-0.7072830200195312,4742548.470507224,0.01072354849761747,0.2810506629341809,0.02749495207073321,1,14807163.73892984,0.00034039051274895716,0.018399588231094218,0.01797396664362391
4,1001,Regol,442255515.6589175,0.28682300448417664,15945632.445376845,0.03605524833674355,0.3078344280617453,0.03174638084549894,1,18326632.15949979,0.0010610372534859088,0.023495321429211517,0.02420413670940849
4,1001,Lengkong,442255515.6589175,-0.4419698417186737,4297557.649740213,0.009717363599948034,0.3070233045059925,0.026810460465096636,1,13417815.377728334,0.0003268850688621553,0.0184097189178093,0.017963613552614707
4,1001,Bandung Kidul,442255515.6589175,0.47728413343429565,11296626.598768016,0.02554321246154985,0.19157161697975963,0.024848510646695326,1,11296626.598768016,0.000940232678580221,0.023534903114572805,0.02456629897193986
4,1001,Buahbatu,442255515.6589175,-0.12614895403385162,14434389.061350659,0.03263812106412021,0.5334633375746007,0.04110157989216882,1,45066985.32065355,0.0005120527063282905,0.018413206915799302,0.017994308446145326
4,1001,Rancasari,442255515.6589175,-0.07334648817777634,10943139.29331645,0.024743929483869165,0.6298098084090854,0.03548930053112499,1,34166620.82458875,0.00043662104541012964,0.018484285376972706,0.018042795446327003
4,1001,Gedebage,442255515.6589175,1.8694404363632202,8483102.082105383,0.019181450048093556,0.25006825585992104,0.01831622289989052,1,8483102.082105383,0.0006919870269603406,0.023533021437987692,0.02456172844184042
4,1001,Cibiru,442255515.6589175,0.7033551931381226,18625473.525439307,0.04211473427909468,0.4332064484646767,0.030771133750024396,1,18625473.525439307,0.0011401191927720193,0.023674654861816868,0.02466358205073363
4,1001,Panyileukan ,442255515.6589175,-0.5067682862281799,1516103.776858931,0.003428117283286076,0.14932805607072236,0.016972680315783868,1,4733572.46821331,0.0002012626196203969,0.018408241430719723,0.01792602284171959
4,1001,Ujung Berung,442255515.6589175,0.946994423866272,45121894.18458271,0.10202675283168712,0.6259814754415365,0.03746821305960897,1,45121894.18458271,0.0014553924045570832,0.023493776150617856,0.024572252812265147
4,1001,Cinambo,442255515.6589175,-1.5445219278335571,531740.9060881628,0.0012023386645521443,0.09785979325041966,0.010583926749055714,1,1660199.0917116024,0.00012838171526315453,0.018374060728371572,0.017924691229574942
4,1001,Arcamanik,442255515.6589175,-1.5626734495162964,9771865.125995485,0.022095518947765663,0.6014877398171042,0.03433175908316269,1,30509673.829412267,0.0004058955551013291,0.018492004866750077,0.017997594659604488
4,1001,Antapani,442255515.6589175,-0.8737984895706177,8542778.499972643,0.01931638656274244,0.5629956917452108,0.034526613013928426,1,26672225.03283674,0.0004059973903739165,0.01848649665561165,0.017985405147998047
4,1001,Mandalajati,442255515.6589175,-0.685611367225647,7932781.483945469,0.017937100167369085,0.45227218836360433,0.032079095872871846,1,24767695.062770467,0.00037511672127261926,0.01836744130190917,0.017870743568691498
4,1001,Kiaracondong,442255515.6589175,-0.4642028212547302,21054734.60290207,0.04760762468170142,0.7949660182036107,0.05231605885016115,1,65736998.72202667,0.0006251201837349133,0.01839189467731232,0.017921296508548814
4,1001,Batununggal,442255515.6589175,1.9073245525360107,52569459.56841154,0.11886671326210184,0.6315073331242504,0.04598007362866234,1,52569459.56841154,0.0017798408176924376,0.023500333541259067,0.02457262757839815
4,1001,Sumur Bandung ,442255515.6589175,-1.8753902912139893,1019534.1774012629,0.0023053057368482032,0.11026787925717983,0.013567785372721785,1,3183185.0736152953,0.00016848585289623805,0.018546614172693883,0.01811130901091395
4,1001,Andir,442255515.6589175,-1.6941907405853271,10135477.626616912,0.022917696371781912,0.5745797931462787,0.03908993372285665,1,31644943.16144028,0.00047878615359905094,0.01847135308110393,0.018025343553601067
4,1001,Cicendo,442255515.6589175,-1.254311203956604,9125058.435826862,0.020633000862027503,0.39301729033436095,0.03609563546074947,1,28490216.85847745,0.0004556838433961987,0.018599753818058142,0.018180651991559944
4,1001,Bandung Wetan,442255515.6589175,-1.3008580207824707,500712.8984748053,0.0011321801102441697,0.08884121260453808,0.010764445404223754,1,1563323.5843592002,0.00013253760756791903,0.018462019937199554,0.01802361801115978
4,1001,Cibeunying Kidul,442255515.6589175,1.1176201105117798,45162545.30253108,0.10211867055008528,0.4375162363940742,0.04208852682674156,1,45162545.30253108,0.0016719335938604816,0.023455944248449972,0.02457371375254424
4,1001,Cibeunying Kaler,442255515.6589175,-0.3123634457588196,4134658.435990448,0.009349026274619122,0.27573013074306857,0.0276043346744435,1,12909212.17716311,0.00033119614151260856,0.018374463228763793,0.017910892105121368
4,1001,Coblong,442255515.6589175,0.04876435548067093,16445416.655266324,0.03718532855551674,0.5310080837732467,0.0430125629262616,1,45997331.64168851,0.000607168848797863,0.018800199026423343,0.018473167207946926
4,1001,Sukajadi,442255515.6589175,-1.050855278968811,11258318.641666772,0.025456592949198106,0.49593869254707157,0.040311399354812746,1,35150672.38403508,0.0004968499879328064,0.01833305173171864,0.017907938070356687
4,1001,Sukasari,442255515.6589175,1.1985074281692505,16190186.744309524,0.03660821893919792,0.25804627567795774,0.029410438562433538,1,16190186.744309524,0.0011539728575333454,0.023470225908707683,0.024566655435892395
4,1001,Cidadap,442255515.6589175,-0.643481433391571,2177239.8380720657,0.004923036030038407,0.2025601604334037,0.02022464937387266,1,6797768.537683745,0.0002601143464085242,0.018404100779171,0.01802573019600882
5,1001,Bandung Kulon,422646824.6783448,0.005497166886925697,28677500.66772294,0.06785216164713397,0.7896788946616488,0.05794985841782017,1,97288652.71159296,0.0006308258157558536,0.01793213135897006,0.01745274141756471
5,1001,Babakan Ciparay,422646824.6783448,-0.8211281299591064,29042859.608704373,0.06871661612696944,0.835071716110802,0.05776214521822344,1,99188097.32326348,0.0006426902451816809,0.017990999752233283,0.01753497549194622
5,1001,Bojongloa Kaler,422646824.6783448,-0.04002755135297775,16668455.991605422,0.039438261494785735,0.8456645260754883,0.048626418479514516,1,56926640.74402585,0.0005412970675131728,0.01805781640513412,0.017596286386387633
5,1001,Bojongloa Kidul,422646824.6783448,-0.05331866443157196,8316279.104427764,0.019676662922421966,0.4158061859190507,0.03627151299057156,1,28402020.747646414,0.00039700319704924936,0.01829167519350747,0.017794193238562857
5,1001,Astanaanyar,422646824.6783448,-0.7080565094947815,4335624.8307827525,0.010258269026585916,0.26198480938283153,0.02676430690012733,1,14807163.73892984,0.0003111840750632142,0.01797396664362391,0.0175699909917448
5,1001,Regol,422646824.6783448,0.2931215167045593,15540552.4565582,0.03676959472814052,0.2624707134543232,0.032911427323028444,1,18326632.15949979,0.0010340828532606073,0.02420413670940849,0.024708471734132757
5,1001,Lengkong,422646824.6783448,-0.44089579582214355,3928815.440433705,0.00929574105619681,0.352685083863439,0.026881924532553544,1,13417815.377728334,0.0002988374352280079,0.017963613552614707,0.01750903216240545
5,1001,Bandung Kidul,422646824.6783448,0.4879230260848999,11296626.598768016,0.026728289292993767,0.20418024088821446,0.024271705865036915,1,11296626.598768016,0.000940232678580221,0.02456629897193986,0.02550575037532542
5,1001,Buahbatu,422646824.6783448,-0.12977761030197144,13195878.971138403,0.03122199955289176,0.5497019259995695,0.041732617719426074,1,45066985.32065355,0.00046811718257230687,0.017994308446145326,0.01754745856189481
5,1001,Rancasari,422646824.6783448,-0.06416355818510056,10004187.98919368,0.023670325683405675,0.5519240794814406,0.034355548876890164,1,34166620.82458875,0.00039915776462691997,0.018042795446327003,0.017632124170047486
5,1001,Gedebage,422646824.6783448,1.8739010095596313,8483102.082105383,0.02007137303956192,0.28466699758743025,0.01862606489060061,1,8483102.082105383,0.0006919870269603406,0.02456172844184042,0.025430119292161223
5,1001,Cibiru,422646824.6783448,0.7029027938842773,18625473.525439307,0.04406864653393343,0.4126592948930896,0.030189036683476445,1,18625473.525439307,0.0011401191927720193,0.02466358205073363,0.025556816040080973
5,1001,Panyileukan ,422646824.6783448,-0.5001939535140991,1386017.9230366566,0.0032793761649374392,0.1440650001455868,0.01671837191772175,1,4733572.46821331,0.00018399373597572337,0.01792602284171959,0.017463070269061427
5,1001,Ujung Berung,422646824.6783448,0.9567829966545105,45121894.18458271,0.10676028198939555,0.5275915599886899,0.03934330525635576,1,45121894.18458271,0.0014553924045570832,0.024572252812265147,0.025432796801264146
