seed,episode_reward,mean_delta_lbr,final_delta_lbr,violation_rate,n_steps
901,0.036100879650286466,0.022720082752446878,0.02877150980537425,0.7692307692307693,52
902,0.0371373580477172,0.0227745920840926,0.028842403184094388,0.7692307692307693,52
903,0.03488812728238294,0.022850185533820674,0.028906107264569804,0.7692307692307693,52
904,0.03586102121928426,0.022721938768108203,0.02883690393151766,0.7692307692307693,52
905,0.03461049691549207,0.02283588921374852,0.028867081234041803,0.7692307692307693,52
